MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1916885	Dapk1	death associated protein kinase 1	13		cellular response to interferon-gamma			ISO	P53355 	J:164563 	
MGI:1203520	Dapk3	death-associated protein kinase 3	10		cellular response to interferon-gamma			IMP		J:192858 	
MGI:1203520	Dapk3	death-associated protein kinase 3	10		cellular response to interferon-gamma			ISO	O43293 	J:164563 	
MGI:1925022	Dcst1	DC-STAMP domain containing 1	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1925022	Dcst1	DC-STAMP domain containing 1	3		negative regulation of type I interferon-mediated signaling pathway			ISO	Q5T197 	J:164563 	
MGI:2144727	Ddx1	DEAD box helicase 1	12		innate immune response			IEA	KW-0399 	J:60000 	
MGI:103064	Ddx3x	DEAD box helicase 3, X-linked	X		innate immune response			ISO	O00571 	J:164563 	
MGI:1860494	Ddx21	DExD box helicase 21	10		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2442858	Ddx58	DEAD/H box helicase 58	4		antiviral innate immune response			ISO	O95786 	J:164563 	
MGI:2442858	Ddx58	DEAD/H box helicase 58	4		innate immune response			IBA	PTN000362755 	J:265628 	
MGI:2442858	Ddx58	DEAD/H box helicase 58	4		innate immune response			IMP		J:183219 	
MGI:2442858	Ddx58	DEAD/H box helicase 58	4		innate immune response			ISO	O95786 	J:164563 	
MGI:94880	Defa1	defensin, alpha 1	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:94882	Defa2	defensin, alpha, 2	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:94883	Defa3	defensin, alpha, 3	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99584	Defa4	defensin, alpha, 4	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99583	Defa5	defensin, alpha, 5	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99582	Defa6	defensin, alpha, 6	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99581	Defa7	defensin, alpha, 7	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99580	Defa8	defensin, alpha, 8	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99579	Defa9	defensin, alpha, 9	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99591	Defa10	defensin, alpha, 10	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99590	Defa11	defensin, alpha, 11	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99588	Defa13	defensin, alpha, 13	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99587	Defa14	defensin, alpha, 14	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99586	Defa15	defensin, alpha, 15	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99585	Defa16	defensin, alpha, 16	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:1345152	Defa17	defensin, alpha, 17	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:1915259	Defa20	defensin, alpha, 20	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:1913548	Defa21	defensin, alpha, 21	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3639039	Defa22	defensin, alpha, 22	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3630381	Defa23	defensin, alpha, 23	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3630383	Defa24	defensin, alpha, 24	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3630385	Defa25	defensin, alpha, 25	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3630390	Defa26	defensin, alpha, 26	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3642780	Defa27	defensin, alpha, 27	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3646688	Defa28	defensin, alpha, 28	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:94881	Defa29	defensin, alpha, 29	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3808881	Defa30	defensin, alpha, 30	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:102509	Defa31	defensin, alpha, 31	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3709048	Defa34	defensin, alpha, 34	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3711900	Defa35	defensin, alpha, 35	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3705236	Defa37	defensin, alpha, 37	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3709605	Defa38	defensin, alpha, 38	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3611585	Defa39	defensin, alpha, 39	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3708769	Defa40	defensin, alpha, 40	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3705230	Defa41	defensin, alpha, 41	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3645033	Defa42	defensin, alpha, 42	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99592	Defa-rs2	defensin, alpha, related sequence 2	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:102516	Defa-rs10	defensin, alpha, related sequence 10	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:102514	Defa-rs12	defensin, alpha, related sequence 12	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:1096878	Defb1	defensin beta 1	8		innate immune response			IMP		J:76529 	
MGI:1096878	Defb1	defensin beta 1	8		innate immune response in mucosa			IBA	PTN000483422 	J:265628 	
MGI:1338754	Defb2	defensin beta 2	8		innate immune response in mucosa			IBA	PTN000483422 	J:265628 	
MGI:2179198	Defb9	defensin beta 9	8		innate immune response in mucosa			IBA	PTN000483422 	J:265628 	
MGI:2179205	Defb10	defensin beta 10	8		innate immune response in mucosa			IBA	PTN000483422 	J:265628 	
MGI:2179197	Defb11	defensin beta 11	8		innate immune response in mucosa			IBA	PTN000483422 	J:265628 	
MGI:1924924	Defb12	defensin beta 12	8		innate immune response			IEA	IPR025933 	J:72247 	
MGI:2179202	Defb15	defensin beta 15	8		innate immune response			IEA	IPR025933 	J:72247 	
MGI:3648148	Defb18	defensin beta 18	1		innate immune response			IEA	IPR025933 	J:72247 	
MGI:2385955	Defb19	defensin beta 19	2		antifungal innate immune response			IBA	PTN001030103 	J:265628 	
MGI:2385955	Defb19	defensin beta 19	2		antifungal innate immune response			ISO	Q8N690 	J:164563 	
MGI:2385955	Defb19	defensin beta 19	2		innate immune response			ISO	Q8N690 	J:164563 	
MGI:2442320	Defb20	defensin beta 20	2		innate immune response			IEA	IPR025933 	J:72247 	
MGI:3045368	Defb22	defensin beta 22	2		innate immune response			IEA	IPR025933 	J:72247 	
MGI:3651158	Defb25	defensin beta 25	2		innate immune response			IEA	IPR025933 	J:72247 	
MGI:1922650	Defb29	defensin beta 29	2		innate immune response			IEA	IPR025933 	J:72247 	
MGI:1920920	Defb30	defensin beta 30	14		innate immune response			IEA	IPR025933 	J:72247 	
MGI:2672979	Defb34	defensin beta 34	8		innate immune response			IEA	IPR025933 	J:72247 	
MGI:2179204	Defb35	defensin beta 35	8		innate immune response			IEA	IPR025933 	J:72247 	
MGI:2385956	Defb36	defensin beta 36	2		innate immune response			IEA	IPR025933 	J:72247 	
MGI:2672966	Defb37	defensin beta 37	8		innate immune response in mucosa			IBA	PTN000483422 	J:265628 	
MGI:2672972	Defb38	defensin beta 38	8		innate immune response in mucosa			IBA	PTN000483422 	J:265628 	
MGI:2672974	Defb39	defensin beta 39	8		innate immune response in mucosa			IBA	PTN000483422 	J:265628 	
MGI:2672976	Defb40	defensin beta 40	8		innate immune response in mucosa			IBA	PTN000483422 	J:265628 	
MGI:1924923	Defb41	defensin beta 41	1		innate immune response			IEA	IPR025933 	J:72247 	
MGI:3647180	Defb43	defensin beta 43	14		innate immune response			IEA	IPR025933 	J:72247 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		positive regulation of innate immune response			IMP		J:243487 	
MGI:1919412	Dhx36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		innate immune response			IBA	PTN000362755 	J:265628 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		negative regulation of innate immune response			IMP		J:183197 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		negative regulation of innate immune response			ISO	Q96C10 	J:164563 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		regulation of innate immune response			ISO	Q96C10 	J:164563 	
MGI:1933786	Dnaja3	DnaJ heat shock protein family (Hsp40) member A3	16		negative regulation of interferon-gamma-mediated signaling pathway			ISO	Q96EY1 	J:164563 	
MGI:1933786	Dnaja3	DnaJ heat shock protein family (Hsp40) member A3	16		response to interferon-gamma			ISO	Q96EY1 	J:164563 	
MGI:94924	Drd2	dopamine receptor D2	9		negative regulation of innate immune response			IMP		J:194407 	
MGI:2656973	Dtx3l	deltex 3-like, E3 ubiquitin ligase	16		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1927070	Dusp10	dual specificity phosphatase 10	1		negative regulation of respiratory burst involved in inflammatory response	regulates a function/process that has the participant blood vessel,regulates a function/process that has the participant neutrophil		IMP	MGI:3052343 	J:153759 	
MGI:1927070	Dusp10	dual specificity phosphatase 10	1		regulation of innate immune response			IMP	MGI:3052343 	J:92104 	
MGI:108021	Ear1	eosinophil-associated, ribonuclease A family, member 1	14		innate immune response in mucosa			IBA	PTN000153602 	J:265628 	
MGI:108020	Ear2	eosinophil-associated, ribonuclease A family, member 2	14		innate immune response in mucosa			IBA	PTN000153602 	J:265628 	
MGI:1858237	Ear3	eosinophil-associated, ribonuclease A family, member 3	14		innate immune response in mucosa			IBA	PTN000153602 	J:265628 	
MGI:1858238	Ear4	eosinophil-associated, ribonuclease A family, member 4	14		innate immune response in mucosa			IBA	PTN000153602 	J:265628 	
MGI:1890463	Ear6	eosinophil-associated, ribonuclease A family, member 6	14		innate immune response in mucosa			IBA	PTN000153602 	J:265628 	
MGI:1890464	Ear10	eosinophil-associated, ribonuclease A family, member 10	14		innate immune response in mucosa			IBA	PTN000153602 	J:265628 	
MGI:3528616	Ear14	eosinophil-associated, ribonuclease A family, member 14	14		innate immune response in mucosa			IBA	PTN000153602 	J:265628 	
MGI:1349469	Ecsit	ECSIT signalling integrator	9		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1353449	Eif2ak2	eukaryotic translation initiation factor 2-alpha kinase 2	17		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1928377	Elf4	E74-like factor 4 (ets domain transcription factor)	X		innate immune response			IEA	IPR033070 	J:72247 	
MGI:97838	Eprs	glutamyl-prolyl-tRNA synthetase	1		cellular response to interferon-gamma		PR:000037785	IDA		J:192858 	
MGI:97838	Eprs	glutamyl-prolyl-tRNA synthetase	1		cellular response to interferon-gamma			ISO	P07814 	J:164563 	
MGI:107508	Ereg	epiregulin	5		positive regulation of innate immune response			IMP		J:101520 	
MGI:1194884	Evl	Ena-vasodilator stimulated phosphoprotein	12		cellular response to interferon-gamma			IDA		J:143718 	
MGI:101910	F2rl1	coagulation factor II (thrombin) receptor-like 1	13		innate immune response			IEA	KW-0399 	J:60000 	
MGI:109324	Fadd	Fas (TNFRSF6)-associated via death domain	7		innate immune response			TAS		J:180458 	
MGI:109324	Fadd	Fas (TNFRSF6)-associated via death domain	7		positive regulation of type I interferon-mediated signaling pathway			ISO	Q13158 	J:164563 	
MGI:1913544	Fam3a	FAM3 metabolism regulating signaling molecule A	X		negative regulation of antifungal innate immune response			ISO	P98173 	J:164563 	
MGI:102547	Fau	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)	19		innate immune response in mucosa			ISO	P62861 	J:164563 	
MGI:1918788	Fbxo9	f-box protein 9	9		innate immune response	has the participant macrophage		IMP		J:155125 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		innate immune response			IBA	PTN000423688 	J:265628 	
MGI:95496	Fcer1g	Fc receptor, IgE, high affinity I, gamma polypeptide	1		innate immune response			IMP	MGI:2384004 	J:203159 	
MGI:95498	Fcgr1	Fc receptor, IgG, high affinity I	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1340905	Fcna	ficolin A	2		complement activation, lectin pathway			IBA	PTN001058127 	J:265628 	
MGI:1340905	Fcna	ficolin A	2		complement activation, lectin pathway		PR:O70165-1	IDA		J:194457 	
MGI:1340905	Fcna	ficolin A	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1341158	Fcnb	ficolin B	2		cell surface pattern recognition receptor signaling pathway			ISO	O00602 	J:164563 	
MGI:1341158	Fcnb	ficolin B	2		complement activation, lectin pathway			IBA	PTN001058127 	J:265628 	
MGI:1341158	Fcnb	ficolin B	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:105917	Fer	fer (fms/fps related) protein kinase	17		innate immune response			IBA	PTN002521528 	J:265628 	
MGI:95514	Fes	feline sarcoma oncogene	7		innate immune response			IBA	PTN002521528 	J:265628 	
MGI:2441731	Ffar2	free fatty acid receptor 2	7		cell surface pattern recognition receptor signaling pathway			ISO	O15552 	J:164563 	
MGI:1316726	Fga	fibrinogen alpha chain	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:99501	Fgb	fibrinogen beta chain	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:95526	Fgg	fibrinogen gamma chain	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:95527	Fgr	FGR proto-oncogene, Src family tyrosine kinase	4		innate immune response			IBA	PTN002521528 	J:265628 	
MGI:95527	Fgr	FGR proto-oncogene, Src family tyrosine kinase	4		regulation of innate immune response			IMP		J:177211 	
MGI:2446089	Flnb	filamin, beta	14		cellular response to interferon-gamma			IDA		J:143718 	
MGI:1278319	Fpr2	formyl peptide receptor 2	17		positive regulation of innate immune response			ISO	P25090 	J:164563 	
MGI:103265	Frk	fyn-related kinase	10		innate immune response			IBA	PTN002521528 	J:265628 	
MGI:95602	Fyn	Fyn proto-oncogene	10		innate immune response			IBA	PTN002521528 	J:265628 	
MGI:1351465	G3bp1	GTPase activating protein (SH3 domain) binding protein 1	11		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2442040	G3bp2	GTPase activating protein (SH3 domain) binding protein 2	5		innate immune response			IEA	KW-0399 	J:60000 	
MGI:95640	Gapdh	glyceraldehyde-3-phosphate dehydrogenase	6		cellular response to interferon-gamma			ISO	P04406 	J:164563 	
MGI:95663	Gata3	GATA binding protein 3	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:102772	Gbp2	guanylate binding protein 2	3		cellular response to interferon-gamma			IBA	PTN002243288 	J:265628 	
MGI:102772	Gbp2	guanylate binding protein 2	3		cellular response to interferon-gamma			IDA		J:155210 	
MGI:102772	Gbp2	guanylate binding protein 2	3		cellular response to interferon-gamma			ISO	P32456 	J:164563 	
MGI:95666	Gbp2b	guanylate binding protein 2b	3		cellular response to interferon-gamma			IBA	PTN002243288 	J:265628 	
MGI:95666	Gbp2b	guanylate binding protein 2b	3		cellular response to interferon-gamma			IDA		J:155210 	
MGI:1926263	Gbp3	guanylate binding protein 3	3		cellular response to interferon-gamma			IBA	PTN002243288 	J:265628 	
MGI:1926263	Gbp3	guanylate binding protein 3	3		cellular response to interferon-gamma			IDA		J:155210 	
MGI:97072	Gbp4	guanylate binding protein 4	5		cellular response to interferon-gamma			IBA	PTN002243288 	J:265628 	
MGI:97072	Gbp4	guanylate binding protein 4	5		cellular response to interferon-gamma			IDA		J:155210 	
MGI:2429943	Gbp5	guanylate binding protein 5	3		cellular response to interferon-gamma			IBA	PTN002243288 	J:265628 	
MGI:2429943	Gbp5	guanylate binding protein 5	3		cellular response to interferon-gamma			IDA		J:155210 	
MGI:2429943	Gbp5	guanylate binding protein 5	3		positive regulation of innate immune response			IMP		J:183942 	
MGI:2140937	Gbp6	guanylate binding protein 6	5		cellular response to interferon-gamma			IBA	PTN002243288 	J:265628 	
MGI:2140937	Gbp6	guanylate binding protein 6	5		cellular response to interferon-gamma			IDA		J:155210 	
MGI:2444421	Gbp7	guanylate binding protein 7	3		cellular response to interferon-gamma			IBA	PTN002243288 	J:265628 	
MGI:2444421	Gbp7	guanylate binding protein 7	3		cellular response to interferon-gamma			IDA		J:155210 	
MGI:1923324	Gbp8	guanylate-binding protein 8	5		cellular response to interferon-gamma			IBA	PTN002243288 	J:265628 	
MGI:1923324	Gbp8	guanylate-binding protein 8	5		cellular response to interferon-gamma			IDA		J:155210 	
MGI:3605620	Gbp9	guanylate-binding protein 9	5		cellular response to interferon-gamma			IBA	PTN002243288 	J:265628 	
MGI:3605620	Gbp9	guanylate-binding protein 9	5		cellular response to interferon-gamma			IDA		J:155210 	
MGI:4359647	Gbp10	guanylate-binding protein 10	5		cellular response to interferon-gamma			IBA	PTN002243288 	J:265628 	
MGI:4359647	Gbp10	guanylate-binding protein 10	5		cellular response to interferon-gamma			IDA		J:155210 	
MGI:95675	Gch1	GTP cyclohydrolase 1	14		response to interferon-gamma			ISO	P30793 	J:164563 	
MGI:107757	Gfer	growth factor, augmenter of liver regeneration	17		negative regulation of natural killer cell mediated cytotoxicity			ISO	RGD:61845 	J:155856 	
MGI:5663439	Gm43302	predicted gene 43302	5		cellular response to interferon-gamma			IBA	PTN002243288 	J:265628 	
MGI:5663439	Gm43302	predicted gene 43302	5		cellular response to interferon-gamma	happens in macrophage	UniProtKB:L7N1X8	IDA		J:172364 	
MGI:5804832	Gm45717	predicted gene 45717	7		response to interferon-gamma			IBA	PTN000360680 	J:265628 	
MGI:5804832	Gm45717	predicted gene 45717	7		type I interferon signaling pathway			IBA	PTN000360680 	J:265628 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		innate immune response			IEA	KW-0399 	J:60000 	
MGI:95832	Grn	granulin	11		negative regulation of innate immune response			IMP		J:156824 	
MGI:95832	Grn	granulin	11		negative regulation of respiratory burst involved in inflammatory response			ISO	P28799 	J:164563 	
MGI:1916396	Gsdmd	gasdermin D	15		innate immune response			IEA	KW-0399 	J:60000 	
MGI:95851	Gsn	gelsolin	2		cellular response to interferon-gamma			IDA		J:143718 	
MGI:95895	H2-Aa	histocompatibility 2, class II antigen A, alpha	17		response to interferon-gamma			IDA		J:172894 	
MGI:103070	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	17		cellular response to interferon-gamma			IDA		J:169816 J:169821 J:169823 J:169824 J:169912 	
MGI:892004	H2-Bl	histocompatibility 2, blastocyst	17		protection from natural killer cell mediated cytotoxicity			IDA		J:84807 	
MGI:95901	H2-Eb1	histocompatibility 2, class II antigen E beta	17		response to interferon-gamma			IDA		J:172894 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		negative regulation of natural killer cell mediated cytotoxicity			ISO	P17693 	J:164563 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		positive regulation of natural killer cell cytokine production			ISO	P17693 	J:164563 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		positive regulation of natural killer cell mediated cytotoxicity			IMP	MGI:3701255 	J:118960 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		protection from natural killer cell mediated cytotoxicity			ISO	P17693 	J:164563 	
MGI:95936	H2-Q7	histocompatibility 2, Q region locus 7	17		cellular response to interferon-gamma			IDA		J:50181 	
MGI:95938	H2-Q9	histocompatibility 2, Q region locus 9	17		cellular response to interferon-gamma			IDA		J:50181 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		negative regulation of natural killer cell mediated cytotoxicity			ISO	P13747 	J:164563 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of natural killer cell cytokine production			ISO	P13747 	J:164563 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of natural killer cell mediated cytotoxicity			ISO	P13747 	J:164563 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of natural killer cell mediated immunity			ISO	P13747 	J:164563 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		protection from natural killer cell mediated cytotoxicity			ISO	P13747 	J:164563 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		regulation of natural killer cell mediated immunity			ISO	P13747 	J:164563 	
MGI:1915274	H2bc4	H2B clustered histone 4	13		innate immune response in mucosa			ISO	P62807 	J:164563 	
MGI:2448380	H2bc6	H2B clustered histone 6	13		innate immune response in mucosa			ISO	P62807 	J:164563 	
MGI:2448383	H2bc7	H2B clustered histone 7	13		innate immune response in mucosa			ISO	P62807 	J:164563 	
MGI:2448386	H2bc8	H2B clustered histone 8	13		innate immune response in mucosa			ISO	P62807 	J:164563 	
MGI:2448399	H2bc12	H2B clustered histone 12	13		innate immune response in mucosa			ISO	O60814 	J:164563 	
MGI:2448403	H2bc13	H2B clustered histone 13	13		innate immune response in mucosa			ISO	P62807 	J:164563 	
MGI:2448415	H2bc21	H2B clustered histone 21	3		innate immune response in mucosa			ISO	P06899 	J:164563 	
MGI:1306817	H60a	histocompatibility 60a	10		susceptibility to natural killer cell mediated cytotoxicity	has the participant T cell		IDA		J:82077 	
MGI:3649078	H60b	histocompatibility 60b	10		natural killer cell mediated cytotoxicity			IPI	PR:O54709 	J:131505 	
MGI:3774845	H60c	histocompatibility 60c	10		natural killer cell mediated cytotoxicity			IPI	PR:O54709 	J:131505 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		negative regulation of innate immune response			IMP		J:187594 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target			IMP		J:187594 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		positive regulation of innate immune response	happens in lung,happens in spleen,happens in macrophage,happens at the same time as positive regulation of defense response to bacterium		IMP	O08573 	J:166066 	
MGI:96031	Hc	hemolytic complement	2		complement activation, alternative pathway			IEA	KW-0179 	J:60000 	
MGI:96031	Hc	hemolytic complement	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:96052	Hck	hemopoietic cell kinase	2		innate immune response			IBA	PTN002521528 	J:265628 	
MGI:1914388	Herc6	hect domain and RLD 6	6		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2385923	Hexim1	hexamethylene bis-acetamide inducible 1	11		activation of innate immune response			ISO	O94992 	J:164563 	
MGI:2385923	Hexim1	hexamethylene bis-acetamide inducible 1	11		innate immune response			IEA	KW-0399 	J:60000 	
MGI:96103	Hk1	hexokinase 1	10		innate immune response			IEA	KW-0399 	J:60000 	
MGI:96113	Hmgb1	high mobility group box 1	5		innate immune response			IEA	KW-0399 	J:60000 	
MGI:96113	Hmgb1	high mobility group box 1	5		positive regulation of innate immune response			IMP		J:154027 	
MGI:96157	Hmgb2	high mobility group box 2	8		innate immune response			IEA	KW-0399 	J:60000 	
MGI:96157	Hmgb2	high mobility group box 2	8		positive regulation of innate immune response			IMP		J:154027 	
MGI:1098219	Hmgb3	high mobility group box 3	X		innate immune response			IEA	KW-0399 	J:60000 	
MGI:105112	Hpx	hemopexin	7		positive regulation of interferon-gamma-mediated signaling pathway	regulates a function/process that happens in CD4-positive, alpha-beta T cell		IMP	MGI:2447193 	J:139247 	
MGI:105112	Hpx	hemopexin	7		positive regulation of response to interferon-gamma	regulates a function/process that has the participant CD4-positive, alpha-beta T cell		IMP	MGI:2447193 	J:139247 	
MGI:96248	Hsp84-2	heat shock protein, 2	2		regulation of interferon-gamma-mediated signaling pathway			ISO	P08238 	J:107465 	
MGI:96248	Hsp84-2	heat shock protein, 2	2		regulation of type I interferon-mediated signaling pathway			ISO	P08238 	J:107465 	
MGI:96248	Hsp84-2	heat shock protein, 2	2		response to interferon-gamma			IMP		J:107465 	
MGI:96250	Hsp90aa1	heat shock protein 90, alpha (cytosolic), class A member 1	12		activation of innate immune response			ISO	P07900 	J:164563 	
MGI:1916390	Ifi27l2b	interferon, alpha-inducible protein 27 like 2B	12		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1917360	Ifi35	interferon-induced protein 35	11		positive regulation of innate immune response			IMP		J:298909 	
MGI:1917360	Ifi35	interferon-induced protein 35	11		positive regulation of innate immune response			ISO	P80217 	J:164563 	
MGI:1347080	Ifi202a	interferon activated gene 202A	1		activation of innate immune response			IBA	PTN000258203 	J:265628 	
MGI:96428	Ifi203	interferon activated gene 203	1		activation of innate immune response			IEA	IPR040205 	J:72247 	
MGI:96429	Ifi204	interferon activated gene 204	1		activation of innate immune response			IBA	PTN000258203 	J:265628 	
MGI:101847	Ifi205	interferon activated gene 205	1		activation of innate immune response			IBA	PTN000258203 	J:265628 	
MGI:2442822	Ifi208	interferon activated gene 208	1		activation of innate immune response			IEA	IPR040205 	J:72247 	
MGI:2138243	Ifi209	interferon activated gene 209	1		activation of innate immune response			IEA	IPR040205 	J:72247 	
MGI:3041120	Ifi211	interferon activated gene 211	1		activation of innate immune response			IBA	PTN000258203 	J:265628 	
MGI:3584522	Ifi214	interferon activated gene 214	1		activation of innate immune response			IEA	IPR040205 	J:72247 	
MGI:1918836	Ifih1	interferon induced with helicase C domain 1	2		innate immune response			IBA	PTN000362755 	J:265628 	
MGI:1918836	Ifih1	interferon induced with helicase C domain 1	2		innate immune response			IMP		J:183219 	
MGI:99450	Ifit1	interferon-induced protein with tetratricopeptide repeats 1	19		innate immune response			IEA	KW-0399 	J:60000 	
MGI:99449	Ifit2	interferon-induced protein with tetratricopeptide repeats 2	19		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1101055	Ifit3	interferon-induced protein with tetratricopeptide repeats 3	19		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1915963	Ifitm1	interferon induced transmembrane protein 1	7		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1915963	Ifitm1	interferon induced transmembrane protein 1	7		response to interferon-gamma			IBA	PTN000360680 	J:265628 	
MGI:1915963	Ifitm1	interferon induced transmembrane protein 1	7		type I interferon signaling pathway			IBA	PTN000360680 	J:265628 	
MGI:1933382	Ifitm2	interferon induced transmembrane protein 2	7		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1933382	Ifitm2	interferon induced transmembrane protein 2	7		response to interferon-gamma			IBA	PTN000360680 	J:265628 	
MGI:1933382	Ifitm2	interferon induced transmembrane protein 2	7		response to interferon-gamma			ISO	Q01629 	J:164563 	
MGI:1933382	Ifitm2	interferon induced transmembrane protein 2	7		type I interferon signaling pathway			IBA	PTN000360680 	J:265628 	
MGI:1913391	Ifitm3	interferon induced transmembrane protein 3	7		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1913391	Ifitm3	interferon induced transmembrane protein 3	7		response to interferon-gamma			IBA	PTN000360680 	J:265628 	
MGI:1913391	Ifitm3	interferon induced transmembrane protein 3	7		response to interferon-gamma			ISO	Q01628 	J:164563 	
