MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1891436	Foxp3	forkhead box P3	X		T cell mediated immunity			IMP	MGI:1857034 	J:72828 	
MGI:107692	Fut7	fucosyltransferase 7	2		regulation of type IV hypersensitivity			IMP		J:79388 	
MGI:95602	Fyn	Fyn proto-oncogene	10		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:108571	Fzd5	frizzled class receptor 5	1		positive regulation of T cell cytokine production			ISO	Q13467 	J:164563 	
MGI:1346325	Gadd45g	growth arrest and DNA-damage-inducible 45 gamma	13		T-helper 1 cell differentiation			TAS		J:79231 	
MGI:3608341	Gapt	Grb2-binding adaptor, transmembrane	13		immunoglobulin production involved in immunoglobulin-mediated immune response			IBA	PTN002204370 	J:265628 	
MGI:3608341	Gapt	Grb2-binding adaptor, transmembrane	13		immunoglobulin production involved in immunoglobulin-mediated immune response	generates Ighm|generates Ighg2b|generates Ighg3		IMP	MGI:3809581 	J:138146 	
MGI:95663	Gata3	GATA binding protein 3	2		positive regulation of T-helper 2 cell cytokine production			IMP		J:91286 	
MGI:1919327	Gcnt3	glucosaminyl (N-acetyl) transferase 3, mucin type	9		immunoglobulin production in mucosal tissue	happens in intestine mucosa		IMP	MGI:3849681 	J:149909 	
MGI:98857	Gfus	GDP-L-fucose synthase	15		T cell mediated cytotoxicity			IMP		J:9898 	
MGI:3647514	Gm7030	predicted gene 7030	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:3704134	Gm8909	predicted gene 8909	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:3779381	Gm11127	predicted gene 11127	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:3701966	Gm13271	predicted gene 13271	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:3701968	Gm13272	predicted gene 13272	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:3701970	Gm13275	predicted gene 13275	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:3701972	Gm13276	predicted gene 13276	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:3701974	Gm13277	predicted gene 13277	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:3649573	Gm13283	predicted gene 13283	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:2442034	Gpr183	G protein-coupled receptor 183	14		adaptive immune response			IMP		J:196453 J:198681 	
MGI:109267	Gzmb	granzyme B	14		T cell mediated cytotoxicity			IMP	MGI:1857156 	J:113349 	
MGI:99549	Gzmm	granzyme M (lymphocyte met-ase 1)	10		T cell mediated cytotoxicity			IDA		J:96611 	
MGI:95895	H2-Aa	histocompatibility 2, class II antigen A, alpha	17		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:103070	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	17		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:103070	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	17		B cell affinity maturation			IDA		J:169911 	
MGI:103070	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	17		humoral immune response mediated by circulating immunoglobulin			ISO	P01920 	J:164563 	
MGI:103070	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	17		immunoglobulin production involved in immunoglobulin-mediated immune response			ISO	P01920 	J:164563 	
MGI:103070	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	17		positive regulation of T-helper 1 type immune response			IDA		J:169793 	
MGI:95896	H2-D1	histocompatibility 2, D region locus 1	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95896	H2-D1	histocompatibility 2, D region locus 1	17		positive regulation of T cell mediated cytotoxicity	regulates a function/process that happens in T cell		IDA		J:1767 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		immunoglobulin mediated immune response			IMP	MGI:2652160 	J:72827 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive regulation of germinal center formation			IMP		J:72827 	
MGI:95922	H2-DMb1	histocompatibility 2, class II, locus Mb1	17		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:95900	H2-Ea	histocompatibility 2, class II antigen E alpha	17		immunoglobulin mediated immune response			IDA		J:72827 	
MGI:95900	H2-Ea	histocompatibility 2, class II antigen E alpha	17		immunoglobulin mediated immune response			IGI	MGI:95921 	J:72827 	
MGI:95901	H2-Eb1	histocompatibility 2, class II antigen E beta	17		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:95904	H2-K1	histocompatibility 2, K1, K region	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95904	H2-K1	histocompatibility 2, K1, K region	17		positive regulation of T cell mediated cytotoxicity	regulates a function/process that happens in T cell		IDA		J:1767 	
MGI:95904	H2-K1	histocompatibility 2, K1, K region	17		positive regulation of T cell mediated cytotoxicity			IDA		J:118952 	
MGI:95912	H2-L	histocompatibility 2, D region locus L	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95913	H2-M1	histocompatibility 2, M region locus 1	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95914	H2-M2	histocompatibility 2, M region locus 2	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		negative regulation of T cell mediated cytotoxicity			ISO	P17693 	J:164563 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		peripheral B cell tolerance induction			ISO	P17693 	J:164563 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		positive regulation of T cell mediated cytotoxicity			IDA		J:4408 J:104295 J:118952 J:118960 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		positive regulation of T cell mediated cytotoxicity			IMP	MGI:3701255 	J:118960 	
MGI:95917	H2-M5	histocompatibility 2, M region locus 5	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:1276570	H2-M9	histocompatibility 2, M region locus 9	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:1276522	H2-M10.1	histocompatibility 2, M region locus 10.1	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:1276525	H2-M10.2	histocompatibility 2, M region locus 10.2	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:1276524	H2-M10.3	histocompatibility 2, M region locus 10.3	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:1276527	H2-M10.4	histocompatibility 2, M region locus 10.4	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:1276526	H2-M10.5	histocompatibility 2, M region locus 10.5	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:2687364	H2-M10.6	histocompatibility 2, M region locus 10.6	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:2676637	H2-M11	histocompatibility 2, M region locus 11	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95928	H2-Q1	histocompatibility 2, Q region locus 1	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95931	H2-Q2	histocompatibility 2, Q region locus 2	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95933	H2-Q4	histocompatibility 2, Q region locus 4	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95935	H2-Q6	histocompatibility 2, Q region locus 6	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95936	H2-Q7	histocompatibility 2, Q region locus 7	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95937	H2-Q8	histocompatibility 2, Q region locus 8	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95938	H2-Q9	histocompatibility 2, Q region locus 9	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95938	H2-Q9	histocompatibility 2, Q region locus 9	17		positive regulation of T cell mediated cytotoxicity			IDA		J:137349 	
MGI:95929	H2-Q10	histocompatibility 2, Q region locus 10	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95959	H2-T3	histocompatibility 2, T region locus 3	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95956	H2-T22	histocompatibility 2, T region locus 22	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		adaptive immune response			ISO	P13747 	J:164563 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of antibody-dependent cellular cytotoxicity			ISO	P13747 	J:164563 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of T cell mediated cytotoxicity	regulates a function/process that happens in T cell		IDA		J:1767 	
MGI:95957	H2-T23	histocompatibility 2, T region locus 23	17		positive regulation of T cell mediated cytotoxicity			ISO	P13747 	J:164563 	
MGI:95958	H2-T24	histocompatibility 2, T region locus 24	17		positive regulation of T cell mediated cytotoxicity			IBA	PTN002497567 	J:265628 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		negative regulation of T-helper 1 type immune response			IMP		J:86226 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		regulation of tolerance induction dependent upon immune response			IMP		J:86226 	
MGI:96031	Hc	hemolytic complement	2		complement activation, classical pathway			IEA	KW-0180 	J:60000 	
MGI:109191	Hfe	homeostatic iron regulator	13		negative regulation of T cell antigen processing and presentation			IEA	IPR031092 	J:72247 	
MGI:109191	Hfe	homeostatic iron regulator	13		negative regulation of T cell cytokine production			ISO	Q30201 	J:164563 	
MGI:96109	Hlx	H2.0-like homeobox	1		positive regulation of T-helper 1 cell differentiation	regulates the differentiation of T-helper 1 cell		IGI	MGI:105367 	J:126429 	
MGI:96109	Hlx	H2.0-like homeobox	1		positive regulation of T-helper 1 cell differentiation	regulates the differentiation of T-helper 1 cell		IMP	MGI:2182089 	J:126429 	
MGI:1914053	Hmces	5-hydroxymethylcytosine (hmC) binding, ES cell specific	6		positive regulation of isotype switching			IDA		J:285016 	
MGI:96113	Hmgb1	high mobility group box 1	5		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:96113	Hmgb1	high mobility group box 1	5		regulation of T cell mediated immune response to tumor cell			IDA		J:194127 	
MGI:96217	Hprt	hypoxanthine guanine phosphoribosyl transferase	X		T cell mediated cytotoxicity			IMP	MGI:1857299 	J:85443 	
MGI:105112	Hpx	hemopexin	7		positive regulation of humoral immune response mediated by circulating immunoglobulin	regulates a function/process that has the participant metanephros		IMP	MGI:2447193 	J:139247 	
MGI:96224	Hras	Harvey rat sarcoma virus oncogene	7		T-helper 1 type immune response			IMP	MGI:2385945 	J:173261 	
MGI:105384	Hspa8	heat shock protein 8	9		positive regulation of T cell mediated cytotoxicity			ISO	RGD:621725 	J:155856 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		isotype switching to IgG isotypes			ISO	P10809 	J:164563 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of T cell mediated immune response to tumor cell			ISO	P10809 	J:164563 	
MGI:96392	Icam1	intercellular adhesion molecule 1	9		T cell antigen processing and presentation			IDA		J:10119 	
MGI:1354701	Icosl	icos ligand	10		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:1354701	Icosl	icos ligand	10		isotype switching			NAS		J:87124 	
MGI:107670	Ifna	interferon alpha	4		adaptive immune response			IDA		J:143981 	
MGI:107668	Ifna1	interferon alpha 1	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:107666	Ifna2	interferon alpha 2	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:107664	Ifna4	interferon alpha 4	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:107663	Ifna5	interferon alpha 5	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:107662	Ifna6	interferon alpha 6	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:107661	Ifna7	interferon alpha 7	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:107659	Ifna9	interferon alpha 9	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:109210	Ifna11	interferon alpha 11	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:2676324	Ifna12	interferon alpha 12	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:2667155	Ifna13	interferon alpha 13	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:3641425	Ifna14	interferon alpha 14	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:3649418	Ifna15	interferon alpha 15	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:3649260	Ifna16	interferon alpha 16	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:1097683	Ifnab	interferon alpha B	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:107657	Ifnb1	interferon beta 1, fibroblast	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:107657	Ifnb1	interferon beta 1, fibroblast	4		adaptive immune response			IDA		J:143981 	
MGI:107657	Ifnb1	interferon beta 1, fibroblast	4		negative regulation of T-helper 2 cell cytokine production			ISO	P01574 	J:164563 	
MGI:2667156	Ifne	interferon epsilon	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:107656	Ifng	interferon gamma	10		adaptive immune response			IBA	PTN000892718 	J:265628 	
MGI:107656	Ifng	interferon gamma	10		adaptive immune response			IDA		J:143981 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of isotype switching to IgG isotypes			IDA		J:84929 	
MGI:2683287	Ifnk	interferon kappa	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:2448469	Ifnz	interferon zeta	4		adaptive immune response			IBA	PTN000914537 	J:265628 	
MGI:96449	Igh-7	immunoglobulin heavy chain 7 (heavy chain of IgE)	12		humoral immune response mediated by circulating immunoglobulin			IDA		J:19437 J:30239 	
MGI:96449	Igh-7	immunoglobulin heavy chain 7 (heavy chain of IgE)	12		immunoglobulin mediated immune response			IDA		J:19552 J:56162 	
MGI:96449	Igh-7	immunoglobulin heavy chain 7 (heavy chain of IgE)	12		positive regulation of type I hypersensitivity			IDA		J:19552 J:35057 J:39250 J:87227 	
MGI:96450	Igh-8	immunoglobulin heavy chain 8 (heavy chain of IgG3)	12		complement activation, classical pathway			IDA		J:75709 	
MGI:96450	Igh-8	immunoglobulin heavy chain 8 (heavy chain of IgG3)	12		humoral immune response mediated by circulating immunoglobulin	has the participant serum		IDA		J:88910 	
MGI:96450	Igh-8	immunoglobulin heavy chain 8 (heavy chain of IgG3)	12		humoral immune response mediated by circulating immunoglobulin			IDA		J:107174 	
MGI:96450	Igh-8	immunoglobulin heavy chain 8 (heavy chain of IgG3)	12		immunoglobulin mediated immune response			IDA		J:60916 J:64281 J:86281 	
MGI:96450	Igh-8	immunoglobulin heavy chain 8 (heavy chain of IgG3)	12		positive regulation of type IIa hypersensitivity			IDA		J:75709 	
MGI:96444	Igha	immunoglobulin heavy constant alpha	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:96444	Igha	immunoglobulin heavy constant alpha	12		humoral immune response mediated by circulating immunoglobulin	has the participant serum		IDA		J:88910 	
MGI:96444	Igha	immunoglobulin heavy constant alpha	12		humoral immune response mediated by circulating immunoglobulin			IDA		J:30239 J:107174 	
MGI:96444	Igha	immunoglobulin heavy constant alpha	12		immunoglobulin mediated immune response			IDA		J:31133 	
MGI:96447	Ighd	immunoglobulin heavy constant delta	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:96447	Ighd	immunoglobulin heavy constant delta	12		immunoglobulin mediated immune response			IMP	MGI:1857186 	J:64281 	
MGI:2685746	Ighe	Immunoglobulin heavy constant epsilon	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:2144967	Ighg	Immunoglobulin heavy chain (gamma polypeptide)	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:96446	Ighg1	immunoglobulin heavy constant gamma 1 (G1m marker)	12		antibody-dependent cellular cytotoxicity			IDA		J:87128 	
MGI:96446	Ighg1	immunoglobulin heavy constant gamma 1 (G1m marker)	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:96446	Ighg1	immunoglobulin heavy constant gamma 1 (G1m marker)	12		complement activation, classical pathway			IDA		J:87227 	
MGI:96446	Ighg1	immunoglobulin heavy constant gamma 1 (G1m marker)	12		humoral immune response mediated by circulating immunoglobulin	has the participant serum		IDA		J:88910 J:115034 	
MGI:96446	Ighg1	immunoglobulin heavy constant gamma 1 (G1m marker)	12		humoral immune response mediated by circulating immunoglobulin			IDA		J:19437 J:30239 J:65439 J:96035 J:107174 	
MGI:96446	Ighg1	immunoglobulin heavy constant gamma 1 (G1m marker)	12		immunoglobulin mediated immune response			IDA		J:19552 J:31133 J:56162 J:60916 J:64281 J:72827 J:84929 J:86281 J:87292 	
MGI:96446	Ighg1	immunoglobulin heavy constant gamma 1 (G1m marker)	12		positive regulation of type I hypersensitivity			IDA		J:31133 J:87128 J:87227 	
MGI:96446	Ighg1	immunoglobulin heavy constant gamma 1 (G1m marker)	12		positive regulation of type IIa hypersensitivity			IDA		J:75709 J:87127 	
MGI:96443	Ighg2a	immunoglobulin heavy constant gamma 2A	12		antibody-dependent cellular cytotoxicity			IDA		J:83995 J:87128 	
MGI:96443	Ighg2a	immunoglobulin heavy constant gamma 2A	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:96443	Ighg2a	immunoglobulin heavy constant gamma 2A	12		complement activation, classical pathway			IDA		J:75709 J:87227 	
MGI:96443	Ighg2a	immunoglobulin heavy constant gamma 2A	12		humoral immune response mediated by circulating immunoglobulin			IDA		J:107174 	
MGI:96443	Ighg2a	immunoglobulin heavy constant gamma 2A	12		immunoglobulin mediated immune response			IDA		J:19552 J:56162 J:64281 J:84929 J:86281 	
MGI:96443	Ighg2a	immunoglobulin heavy constant gamma 2A	12		positive regulation of type I hypersensitivity			IDA		J:83995 J:87227 	
MGI:96443	Ighg2a	immunoglobulin heavy constant gamma 2A	12		positive regulation of type IIa hypersensitivity			IDA		J:75709 J:83995 J:87127 	
MGI:96445	Ighg2b	immunoglobulin heavy constant gamma 2B	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:96445	Ighg2b	immunoglobulin heavy constant gamma 2B	12		complement activation, classical pathway			IDA		J:75709 J:87227 	
MGI:96445	Ighg2b	immunoglobulin heavy constant gamma 2B	12		humoral immune response mediated by circulating immunoglobulin	has the participant serum		IDA		J:88910 	
MGI:96445	Ighg2b	immunoglobulin heavy constant gamma 2B	12		humoral immune response mediated by circulating immunoglobulin			IDA		J:19437 J:107174 	
MGI:96445	Ighg2b	immunoglobulin heavy constant gamma 2B	12		immunoglobulin mediated immune response			IDA		J:31133 J:56162 J:60916 J:84929 J:86281 	
MGI:96445	Ighg2b	immunoglobulin heavy constant gamma 2B	12		positive regulation of type I hypersensitivity			IDA		J:87128 J:87227 	
MGI:96445	Ighg2b	immunoglobulin heavy constant gamma 2B	12		positive regulation of type IIa hypersensitivity			IDA		J:75709 	
MGI:2686979	Ighg2c	immunoglobulin heavy constant gamma 2C	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:2686979	Ighg2c	immunoglobulin heavy constant gamma 2C	12		humoral immune response mediated by circulating immunoglobulin	has the participant serum		IDA		J:115034 	
MGI:2686979	Ighg2c	immunoglobulin heavy constant gamma 2C	12		humoral immune response mediated by circulating immunoglobulin			IDA		J:65439 	
MGI:2686979	Ighg2c	immunoglobulin heavy constant gamma 2C	12		immunoglobulin mediated immune response			IDA		J:84929 	
MGI:2144790	Ighg3	Immunoglobulin heavy constant gamma 3	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:96448	Ighm	immunoglobulin heavy constant mu	12		B cell affinity maturation			IMP	MGI:2447178 	J:49405 	
MGI:96448	Ighm	immunoglobulin heavy constant mu	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:96448	Ighm	immunoglobulin heavy constant mu	12		humoral immune response mediated by circulating immunoglobulin	has the participant serum		IDA		J:88910 	
MGI:96448	Ighm	immunoglobulin heavy constant mu	12		humoral immune response mediated by circulating immunoglobulin			IDA		J:19437 J:30239 	
MGI:96448	Ighm	immunoglobulin heavy constant mu	12		immunoglobulin mediated immune response			IDA		J:19552 J:31133 J:60916 J:64281 	
MGI:4439618	Ighv1-4	immunoglobulin heavy variable 1-4	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3704121	Ighv1-5	immunoglobulin heavy variable V1-5	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3704122	Ighv1-7	immunoglobulin heavy variable V1-7	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439621	Ighv1-9	immunoglobulin heavy variable V1-9	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:5009835	Ighv1-11	immunoglobulin heavy variable V1-11	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3646284	Ighv1-12	immunoglobulin heavy variable V1-12	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439782	Ighv1-15	immunoglobulin heavy variable 1-15	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3647704	Ighv1-16	immunoglobulin heavy variable 1-16	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439780	Ighv1-18	immunoglobulin heavy variable V1-18	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439779	Ighv1-19	immunoglobulin heavy variable V1-19	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3644607	Ighv1-20	immunoglobulin heavy variable V1-20	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439784	Ighv1-22	immunoglobulin heavy variable 1-22	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3815050	Ighv1-23	immunoglobulin heavy variable V1-23	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3815052	Ighv1-24	immunoglobulin heavy variable V1-24	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439641	Ighv1-26	immunoglobulin heavy variable 1-26	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439889	Ighv1-31	immunoglobulin heavy variable 1-31	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439659	Ighv1-34	immunoglobulin heavy variable 1-34	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439639	Ighv1-36	immunoglobulin heavy variable 1-36	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439640	Ighv1-37	immunoglobulin heavy variable 1-37	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439888	Ighv1-39	immunoglobulin heavy variable 1-39	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3704123	Ighv1-42	immunoglobulin heavy variable V1-42	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3704124	Ighv1-43	immunoglobulin heavy variable V1-43	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439890	Ighv1-47	immunoglobulin heavy variable 1-47	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439754	Ighv1-49	immunoglobulin heavy variable 1-49	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439753	Ighv1-50	immunoglobulin heavy variable 1-50	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439752	Ighv1-52	immunoglobulin heavy variable 1-52	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3576502	Ighv1-53	immunoglobulin heavy variable 1-53	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3647133	Ighv1-54	immunoglobulin heavy variable V1-54	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439716	Ighv1-55	immunoglobulin heavy variable 1-55	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439715	Ighv1-56	immunoglobulin heavy variable 1-56	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439557	Ighv1-58	immunoglobulin heavy variable 1-58	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3644474	Ighv1-59	immunoglobulin heavy variable V1-59	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439824	Ighv1-61	immunoglobulin heavy variable 1-61	12		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:4439824	Ighv1-61	immunoglobulin heavy variable 1-61	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3644968	Ighv1-62-2	immunoglobulin heavy variable 1-62-2	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3648544	Ighv1-62-3	immunoglobulin heavy variable 1-62-3	12		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:3648544	Ighv1-62-3	immunoglobulin heavy variable 1-62-3	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3642755	Ighv1-63	immunoglobulin heavy variable V1-63	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439789	Ighv1-64	immunoglobulin heavy variable 1-64	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439825	Ighv1-66	immunoglobulin heavy variable 1-66	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:3645228	Ighv1-67	immunoglobulin heavy variable V1-67	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439632	Ighv1-69	immunoglobulin heavy variable 1-69	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439633	Ighv1-72	immunoglobulin heavy variable 1-72	12		adaptive immune response			IEA	KW-1064 	J:60000 	
MGI:4439633	Ighv1-72	immunoglobulin heavy variable 1-72	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439634	Ighv1-74	immunoglobulin heavy variable V1-74	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439735	Ighv1-75	immunoglobulin heavy variable 1-75	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439737	Ighv1-76	immunoglobulin heavy variable 1-76	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
MGI:4439670	Ighv1-77	immunoglobulin heavy variable 1-77	12		complement activation, classical pathway			IBA	PTN001510949 	J:265628 	
